Country Name;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Bosnie-Herzégovine;9086.34418261396;9760.95973796395;10120.6196427647;10807.7387054192;11167.0724465624;11844.6450860484;12898.8832854666;13625.8226889739;14857.5802513806;16428.1948957379;16369.2486945045;18544.0759332651;21186.7281975961;23421.8698057032
Bélarus;15339.0999024908;16563.2014078209;18114.7508606707;19014.0529737697;19037.8209530599;18133.5696288888;17832.4778855815;18413.7127377197;20026.0306698699;22301.5766886376;24872.3398993711;27611.1801135156;28429.4948814534;30763.0198215957
Belize;9734.89239719758;9697.85343903603;9266.09146145698;9514.40354285543;9489.94683154866;9538.19054142614;9401.53293960018;9121.74716397996;9527.70914005255;10531.3234398626;9618.01643529994;11677.4610095172;13465.9807069861;13823.4379513758
Bermudes;72188.6928297547;70911.542318725;69149.0500342682;71519.6398526584;71988.5383627822;75943.4642970922;80412.1834895484;85680.9701917217;85978.2177227009;90984.457670832;85143.7179221205;92276.2346046359;105048.434014574;108810.998438551
Bolivie (État plurinational de);5100.52757233111;5388.5129347759;5866.98414168445;6589.67145543799;7047.20152925339;7152.04465008671;7547.90376778126;8510.26685556152;8952.58785283125;9174.44563456336;8293.99121184441;9454.19814726348;10371.9629040947;10925.2730516706
Brésil;14451.715839153;15211.7920395129;15198.0863321248;15722.3335254698;15827.3081625514;14821.438318195;14309.2061473297;14559.0488894794;15463.7426396097;16069.8380163501;16101.618305077;18075.7060063108;19876.8533546887;21107.2821033791
Barbade;18977.5426796576;19165.0101287625;17936.9937259746;18004.6691202993;17752.5177240704;17804.7490038367;18013.6734415905;17898.8994551274;18551.1686491129;18760.3700129938;15824.49106614;15683.8847128096;19786.3615156208;21336.1575553015
Brunéi Darussalam;79542.677875612;82735.3914838894;87256.0422331538;83237.1470918238;81225.5484781769;62707.8263582428;56679.5185751306;61657.6802809744;65148.8264520382;69353.6798666178;69787.9633393605;78248.7971101454;81801.7459082792;85267.5530498505
Bhoutan;7245.7726387755;7935.46761203249;8577.4073193319;8666.91063640017;9323.39448982717;10213.8139630438;11273.2823798666;11677.4142686794;11969.5614973058;12909.1009832232;12475.0480046964;13458.8126642925;15063.8105697833;
Botswana;12491.1580840844;13355.1608411236;12474.792512127;13341.1770062004;15003.3197518349;14143.6940733728;16228.1231235664;15700.6650479641;15785.819633781;15960.0156143903;15292.3028420199;17961.3576218457;19977.6508534267;20916.4015457301
République centrafricaine;936.485497362336;980.185520951852;1062.06809941049;709.853481245446;698.963738923072;768.870887999174;826.013301383169;883.810734876066;905.817788941094;984.843183678857;1066.29005423151;1128.55237996459;1218.43422114745;1259.82439976102
Canada;40098.2537191139;41666.8374590278;42291.9729357094;44301.0562529133;45758.1007297304;44668.0912814303;46470.6466391111;48317.3874457165;49982.5999118348;50498.9731057448;48590.6832121939;55781.6990272912;62041.5620298406;61650.9898668262
Europe centrale et les pays baltes;20871.4212044535;22367.9912459953;23165.4635074408;23915.9990550982;25002.852805751;26224.4086696378;27871.9765601046;29977.9357048116;32217.3492102617;35739.5144400065;36169.9031124855;40579.0879511613;45327.165307134;48514.3007045239
Suisse;54432.3330821362;57493.5810559211;59440.9158607666;61656.4661708516;63417.0437157565;65265.04573356;67350.7518747757;68193.5054944094;70688.8187491194;73732.2353322093;72997.8239503282;81603.2073073193;90732.72306535;92580.3539076339
Îles Anglo-Normandes;;;;;;;;;;;;;;
Chili;17917.8951218552;20121.6834207585;21366.1771259648;22201.0660680295;22553.6161793622;22468.3125742714;23256.5036046897;24295.2237671304;25305.0903462611;25611.7578269458;25350.8635082972;29105.1012040566;31668.0332534258;33234.9798440715
Chine, continentale;9256.10388205582;10292.9404780675;11233.9727678781;12011.6805856079;12700.4440173922;13201.6738280782;13882.0280462079;14750.3658330379;16006.9131210004;17262.1759037355;17891.4802869971;20406.7296584605;22509.6363514159;24569.2865118726
Côte d'Ivoire;3360.54408822778;3175.9192237076;3290.72306949457;3619.01790854865;4074.21445539789;4403.64296618998;4530.64849808487;4690.17801861096;4945.62520575915;5516.39055126829;5543.85096318939;6045.20480490879;6707.9479515214;7197.690104362
Cameroun;2913.94292752765;2988.8172872551;3059.64226568251;3238.86829843733;3422.26128158344;3497.66067563959;3626.99932028578;3767.43072883824;4010.76360069526;4241.11174920592;4365.44704128392;4793.55628200196;5188.97750866084;5405.57465742866
République démocratique du Congo;597.088740783376;630.284880597714;632.202076130903;712.439006688802;804.596634628245;859.143482737815;913.955559409226;1003.25735502912;1069.28163391342;1167.32061572833;1136.00839556367;1313.61821829086;1484.24116603544;1615.75070528392
Congo;5125.06991338647;5175.20439089036;6058.06449417412;5833.86336651436;5733.18393561256;4715.13431581624;4016.04908525318;4444.63900215824;5593.19370578686;5719.59977338291;4770.96449758365;6263.21161292636;6647.49681731392;6850.27770621093
Colombie;10841.1279800255;11707.4614624747;12093.0754939172;12779.8865818318;13355.3624162195;13332.0555048211;14026.8399931053;14400.6139849314;15239.4049488277;16181.5908990662;15519.2101694656;17700.0596815076;21111.0431708331;21448.0925680684
Comores;2372.41366334474;2471.78724731503;2678.70262820601;2832.53121548144;2937.61192894982;2949.47342240994;3139.05160740465;3347.45652997483;3304.54845189025;3312.74957050544;3261.59496762745;3441.21155585858;3709.90007443695;3883.12647595233
Cabo Verde;6038.58525649778;6384.22844090415;6318.06108723364;6367.28001322501;6416.83301150977;6773.48679969386;7350.75358726727;7935.76176281072;7916.42115326174;8645.75646859343;6852.57669930355;7685.41921393669;9481.07335405609;10308.6791674628
Costa Rica;12927.5645928889;13614.2603998924;14463.7404448087;15232.0771529497;16393.8095428323;17525.1404625145;19201.7453233396;20499.3442130778;21498.0350746836;23339.6091317787;22099.8678127394;24140.4341568516;26691.5175762556;28536.3687260831
Petits états des Caraïbes;14683.6963876121;15207.1214867648;15444.9801385295;15775.8837963047;16098.3223643147;16237.7283287129;16060.1277583974;17133.6718526885;17733.1799632717;18769.9957548677;17040.7660715737;20001.2697382849;26741.8160543053;31622.8558618208
Cuba;;;;;;;;;;;;;;
Curacao;25956.8107583086;26251.3627992366;25105.9924749835;24821.7962782173;24347.7604866101;24037.6486252583;23649.5914937775;24321.7467432044;24623.0413085512;25396.9967729561;21797.0190515902;25163.9936597935;29275.7201652066;32059.7222328263
Îles Caïmans;66325.4574305175;66629.1626966291;64726.5311142894;63648.2539137692;63560.5141777232;64009.3167970419;65680.0748270553;68017.6758327335;71811.8917405219;72697.3672861884;66118.6545207023;74150.8580949692;81803.0976481797;86689.2088816425
Chypre;33504.37890625;33404.21875;31922.306640625;30450.125;30168.916015625;31920.009765625;35877.1015625;38411.4140625;40922.73828125;45115.05859375;43352.28125;49929.83984375;56948.875;60144.59375
Tchéquie;28156.9854724601;29237.1870959847;29465.6074011894;31013.0082933831;32743.489773169;34093.0280593748;36445.0485732064;39346.0305642572;41638.1831076598;45614.0171132531;44839.4822099456;49995.7048177559;53706.4947510187;55875.1274861367
Allemagne;39730.4897885271;43398.3443992496;44229.3941921739;45889.0173022052;47938.7968210418;48545.400721962;51569.9016841198;54110.2536648815;56273.0405627015;59270.7276496985;58685.8726997709;62950.048090848;67939.816383474;71438.2896605113
Djibouti;;;;3759.29471910336;3967.67113054559;4263.96288890455;4431.56588556176;4676.71336058903;5083.11438886705;5398.00419189126;5599.10076126003;5947.86088370479;6517.37589344039;7103.6910898466
Dominique;10313.9510172097;10473.6984312598;10199.7971009947;10312.9268605916;10988.9776479385;11212.6835140893;12174.2434963099;11754.0766098858;13307.451499265;15206.9011569294;13577.826654652;15594.2853457545;17738.1144882758;19333.7646058722
Danemark;43042.394637021;44443.7163844726;44755.1624273018;46869.1932887749;47879.5955558233;48897.2099776611;51820.9521305488;55271.5976002662;57233.6231685615;60594.9664001912;62682.2899474389;70342.3173011589;78300.1118486793;77236.81740886
République dominicaine;11267.8918525089;11711.1142951645;11799.9382014139;12439.0615223877;13498.0709290057;14845.4106308462;16314.8920957459;17043.8723098219;18113.539179722;19721.360927265;19070.3811777135;21912.2589614037;24379.8733515798;25624.0097724218
Algérie;14201.3659904784;14639.8779436268;14441.3293398806;14370.820661674;14694.143827383;13807.3515841478;13437.8460232169;13493.560749484;13727.1266357859;13892.5333446205;12676.5130564294;14496.8654697299;15836.0944368871;16824.4879032987
Asie de l’Est et Pacifique (hors revenu élevé);8722.07618977755;9560.52721545544;10395.6356742073;11030.9770266806;11591.251117265;11970.6431002047;12557.4684751084;13306.2712349399;14393.8238896544;15457.1466634341;15763.5197910972;17676.4470634892;19575.97008976;21258.2478369775
de dividende précoce démographique;6928.74048297586;7339.00846001687;7707.03370973236;7934.6019527517;8164.16834281646;8273.19180092297;8587.90710057269;9050.80526310608;9545.21539431555;9867.89430428223;9615.6742368783;10708.4198286289;12088.7241191259;13068.7421316154
Asie de l’Est et Pacifique;11758.44769357;12642.4342852886;13509.3159140743;14246.3931693835;14807.7901732791;15275.2589707458;15837.0432798432;16626.3498956177;17732.6356498084;18787.1073890843;19092.44451054;21174.8268155396;23270.3185365686;25110.1382276638
Europe et Asie centrale (hors revenu élevé);12026.5654559243;13242.2849731357;13991.9253552215;15232.1782743624;15756.3443333749;16056.8789138586;16652.1919888111;17590.8114349608;18188.6473959219;19259.8383735146;19587.5398491233;21953.9899592237;24677.9670639264;28104.1345608061
Europe et Asie centrale;26204.8836073952;27797.6900924957;28549.6715861602;29834.3694452273;30574.4482837882;31011.029295988;32424.4200253843;34152.171436909;35853.2621904408;38462.3806753394;37926.5920662358;42726.2479620681;47143.9372585436;50252.5098766099
Équateur;8968.940408302;9768.69201080404;10244.5177816184;11295.6127804419;11835.6091276538;10877.7507461388;10881.4890706732;11793.4797426944;12186.8847218273;12543.0147078172;11526.8011806884;13539.7108484794;15280.096372305;16062.0163648341
Égypte;8837.76450025088;8988.10781880653;10342.4317112754;10511.3931678495;10256.4367553616;10903.3368231185;10665.6676499685;11124.7351098149;12329.2446781436;13363.732696323;15231.865417764;15579.0160861551;17526.8017030166;18524.5572197031
Zone euro;35805.4965397165;37512.7393101212;37858.6354621214;39071.9520057113;40061.5280668796;41174.0055514455;43665.7892200416;45763.0905560973;47688.0025299131;51247.036929325;49700.4309477276;54772.7855639841;60416.8958997965;63674.893458351
Érythrée;1599.19106104897;1742.32363018235;;;;;;;;;;;;
Espagne;31808.2179879539;32015.5752000401;31869.7839822219;32602.6024963074;33746.320526221;35211.544946414;37591.7431945534;39806.4420431184;41001.3588703988;44027.4932307597;39322.6743086402;44091.1094602499;49690.9209320712;54123.111397101
Estonie;21616.7122418461;24652.3610297918;26242.5282659014;27831.1526234213;29403.6584494815;29712.6299473728;31947.7769107437;34506.6486942505;37120.9879761679;40586.3784378889;40672.1340402132;45063.541854854;48516.3566767414;49500.6536206928
Éthiopie;995.653978591756;1098.11515728787;1178.97474553026;1252.86896408004;1484.63145566608;1632.61818006837;1857.54893125842;2004.74759745913;2095.31797038653;2242.44459025146;2406.78942878966;2588.41296931036;2844.90683529484;3058.12804387633
Union européenne;33055.6231422072;34733.8799413452;35181.5596149523;36304.6167444365;37327.0887358559;38502.3420759921;40844.3565462394;42966.4819824438;44965.6929682842;48546.5634475835;47486.17522843;52528.51698845;58047.4460336411;61217.6400891121
Fragile et les situations de conflit touchées;4100.66313584582;4122.87261136363;4326.09193208652;4520.71503483388;4536.15275205677;4341.86536424301;4401.93038539698;4639.73298822686;4827.81880599897;5052.36184672427;4888.88936871074;5147.36186474092;5303.24420819065;5492.42314031462
Finlande;38950.5525874191;40845.9566729849;40739.1131809421;41325.8052072321;41547.0984485393;42257.8593791297;44562.4011072069;47234.8528600939;49248.6775395868;52276.1115723994;53296.5792798852;57350.8712055554;62233.4956705092;64055.858142792
Fidji;7476.10752707756;7814.69970301931;8357.19884088104;9006.75600061022;10712.0289825232;11733.7429658024;11984.5635759745;12819.563484721;13225.9194522037;13219.697552636;11235.2760832988;10685.1969806618;13672.2356371837;15152.1376449166
France;35911.5438581409;37510.3759898714;37671.0239268565;39583.3520435045;40218.1258637776;40905.1767750994;42880.2351355429;44469.1458856805;46381.0590629455;51130.472314058;49481.8044309652;53901.1095813953;57870.9145212396;61473.3030822433
Îles Féroé;39766.5911032923;42133.215149502;46196.8428244531;49780.8416029095;53198.4138531442;53682.1715306077;54318.3039329688;56413.9834851915;58930.8202815502;62219.8390292479;61643.8149298644;67757.7773227559;74282.3069948875;78103.483399586
Micronésie (États fédérés de);3125.9125289669;3287.30215541256;3280.15861858326;3206.36152298855;3178.89962160728;3346.80950593815;3383.79701205211;3459.86474185405;3525.34462623042;3717.18067032727;3671.61362363374;3921.72503036883;4150.40933444852;4313.62760101578
Gabon;14014.6905489756;14784.3483551883;14619.7181445113;14497.9921216902;14853.6712460355;14306.4340768252;13997.7352841911;14796.6286374171;15432.0430535353;15949.6373739622;14477.1308291745;18523.5798032193;19992.5570642927;20757.0723768678
Royaume-Uni de Grande-Bretagne et d'Irlande du Nord;36487.6718531875;37224.3787645256;38343.0869033484;39954.2191450769;41278.1275079919;42496.8542909218;44082.1164678492;46048.2000506645;47090.4848967293;49911.1566522001;47987.5832915072;52872.1956117395;57224.6503962648;59626.1955716651
Géorgie;7711.80683881969;8563.83554915647;10059.9820603954;10797.3423273476;11770.6989360253;12269.6528932768;13065.294157468;13718.9378669764;15021.9057577433;16770.1333771469;16791.2598654465;18915.6534005263;22461.3326414548;25071.9677147202
Ghana;3855.46891712998;4381.12535523694;4933.65254349093;5214.56935848794;5517.13178763566;5191.37053389659;5011.07931572904;5170.96094857439;5536.49795400218;6002.55044678386;6047.30111673554;6607.50297378321;7209.03673375227;7543.02674728777
Gibraltar;;;;;;;;;;;;;;
Guinée;1621.69161139662;1705.27110438049;1789.97473033561;1842.00227737409;1873.21413058957;1929.68091332187;2255.32617992615;2687.09504827171;2844.46427670549;3105.82789015443;3331.85663003801;3738.8051255133;4062.36136437923;4383.15219659423
Gambie;2266.82898236232;2064.253852883;2064.81438121612;2006.74081646788;1933.70329718446;1990.31625750973;2012.67648180251;2038.95429850128;2277.44236224191;2421.72318070615;2530.80414937307;2777.79620978324;3067.31040374628;3254.37457704257
Guinée-Bissau;1369.68917064785;1471.76279879072;1401.84994044148;1415.82511935379;1455.90813665193;1729.94260310123;1824.3730977071;2081.81287227685;2057.96969129146;2236.62931389656;2259.29992070284;2450.97796398284;2685.75185932065;2862.07122513845
Guinée équatoriale;26167.8268522725;27241.6000370603;30011.9274409625;27909.5175876754;27177.271665026;19478.7010123338;16649.4757672359;18434.7708571004;18413.1294204577;16451.3641478324;13677.110587517;16821.4486470413;18139.9893266271;17411.5002343839
Grèce;27841.8591363591;25692.5740851321;24582.9741957507;25730.8809006664;26450.181326726;26607.7256796976;27504.5497984948;28681.6815585005;29792.0592519585;31927.3792151369;29533.087740299;33577.510092092;39117.5146584529;41922.6105205351
Grenade;10344.3839188183;10591.7475649916;10575.1056268616;11199.4040197944;12228.6481055395;13214.4096644941;13977.5055879135;15041.4525712067;15974.8591933124;16446.1138871871;14361.1267154452;15298.1231115237;17554.7320332415;18807.9447446443
Groenland;49863.6554086932;50653.0585926586;52389.3253521267;52893.6503554361;56555.0690663275;55815.6502883608;58908.5907737767;60010.0982907298;61806.8271308174;64264.0564607393;64857.6287053798;68086.4601238175;;
Guatemala;6510.09980943617;6784.44712953621;7258.31667467883;7699.9492034264;8236.65845201645;8934.00234903182;9201.42770060247;9560.17427571403;9946.80385923331;10755.8780911166;10947.3705618969;11828.3300095601;13019.4785883909;13750.28790648
Guam;;;;;;;;;;;;;;
Guyana;9336.59830203492;10066.0729753598;10626.8256674463;11199.8874744089;11145.0291198724;11408.473901349;11516.3798289577;12243.2225968541;12442.5087185876;13240.9713761155;16819.4228714695;22865.9321661614;39710.9668873971;54732.1440663013
Revenu élevé;37275.8507326226;39025.4478964694;40172.1105355693;41564.634724302;42597.6846403233;43090.0854497232;44261.5708845168;46197.0124569623;48464.9909837782;50843.6863961991;49778.628481202;55581.6787054558;60841.6879979024;64011.7580537065
Chine - RAS de Hong-Kong;49197.6448711536;52277.4664432843;52149.6812694206;53517.419549888;54514.9268059819;56043.042695697;56761.4824132224;59260.9131761938;60900.2752924537;61221.4195400701;58187.4764072535;65884.9376260603;68602.277510883;71548.9642046156
Honduras;3757.54642058787;3900.71136173338;4016.34609101801;4137.3268237781;4460.05742833175;4845.59566521125;5186.15897417161;5620.65455247733;5633.3832384519;5784.93081057111;5384.69831983038;6202.98078812037;6805.4935829456;7178.80729487996
Pays pauvres très endettés (PPTE);1986.35489339074;2057.43119150276;2061.80890453543;2154.18609952272;2301.8319981425;2357.51478833668;2453.6078207941;2541.71781719658;2646.27060936276;2781.96953883234;2776.7014897995;2970.85854710621;3238.32067166964;3391.41542852495
Croatie;20142.8561121407;21194.5530618928;21619.0742521866;22431.0268044426;22706.6209260708;23750.9446558283;25803.6870128263;27886.8618617289;29787.2590839348;33063.0812310296;31594.7008825481;36914.1150367413;41928.923039199;46777.5010828572
Haïti;2694.91104134688;2858.19645979435;2830.19080559709;3042.4970687871;3075.73843837062;3025.83461728258;3253.47178641614;3339.38884653446;3196.97386370614;3236.97492504607;3103.18066312462;3134.95014938417;3264.93354407907;3281.21232071513
Hongrie;21738.8965943079;23029.4471782091;23267.448392909;24547.9805346257;25691.5272556351;26798.8541676269;27941.9268571832;29496.1636824744;31908.863454349;35152.6036961244;35029.9132233256;38647.9980847097;43571.8820858468;45931.0864924791
BIRD seulement;9299.70113013146;10014.1510745308;10632.6585848754;11133.5004037192;11478.7439681083;11596.9433535899;12045.7307523891;12709.1784248956;13605.3158054446;14402.363256814;14429.5270638449;16315.9394440819;18092.6798420725;19601.6391956076
BIRD et IDA;7725.37941301568;8277.54462756439;8752.57427476296;9154.05936551642;9442.52108333667;9536.83565725386;9879.32069783906;10396.374594326;11075.8826385063;11689.2424409523;11684.8664761557;13098.6910774736;14464.5193649927;15574.9190983401
IDA totale;2879.02731251345;2998.81603812384;3103.20201807202;3263.75776502098;3446.39948496267;3537.26643613706;3643.38969334401;3819.8075167409;3977.03354420129;4181.35803142722;4203.87310148973;4470.8540262573;4894.06812345871;5123.42881419766
IDA mélange;3965.16582367887;4121.7863872826;4255.00133780577;4441.58471639663;4648.3393509951;4734.07752570157;4768.04226360802;5024.19673503082;5074.10150937995;5280.18016189659;5279.61878713479;5579.56598763969;6114.77408695831;6362.66630504775
Indonésie;8353.45684725106;8936.99215549454;9530.29071136718;9866.01699250847;10064.677127417;10027.5372996025;10262.5951651871;10687.6409218443;11372.0971987612;11986.4701508376;11729.3674458448;12757.0746440204;14284.9594238784;15415.6057934697
IDA seulement;2330.41225202686;2430.39158996834;2519.79024503511;2666.84924970923;2838.55470538959;2933.98864592345;3081.42033020715;3219.41225736124;3435.15672792378;3642.06224268469;3678.59543890931;3931.95396199707;4302.26756249194;4526.69200024795
Île de Man;;;;;;;;;;;;;;
Inde;4206.45985998016;4454.70153200513;4819.64288218731;5014.3505659078;5191.59149903249;5425.03599091046;5800.48149366552;6144.71714444938;6714.96639877754;7150.92423452926;6966.27542785911;8050.01857452664;9153.88084185646;10166.2434105835
Non classifié;;;;;;;;;;;;;;
Irlande;43216.9847302406;45525.7181239042;46726.2157665366;48838.7719825525;52640.7843918553;71588.2656638378;73126.2389477479;80786.0014664482;86843.7709423016;92808.0379408403;98866.4191423814;118102.765779741;136668.834083393;127873.163599903
Iran (République islamique d');17865.9413809392;18487.0762403762;16325.2010690607;15552.0130607852;15408.0965115311;13689.7646428107;14573.3219668948;15070.2585821031;14839.5691945218;13348.4109509839;14110.3191444298;14951.8948716503;16424.3773866975;17659.8739291119
Iraq;12186.1929622653;12912.0299790146;14402.0340893955;14668.5432764995;13168.245587417;9334.46604866315;9079.13531769496;10191.6616988639;12034.4011214944;12248.5917385963;10573.9304750715;12731.7535755128;14348.5744335333;14107.2979268389
Islande;39768.4169599139;40936.867830513;42004.4476110597;44409.6689530904;45996.9687476901;49201.0640964553;53480.3971946764;55638.4920591796;57197.7676247173;60523.8179440827;55796.7454667634;62032.2704112203;73646.5304838102;78380.0532417946
Israël;29361.6318327571;31233.4783632498;32401.0184944083;34728.8928412686;34713.8099054376;35782.5217169705;38072.6704682242;39336.0059707889;40067.2235719904;41222.6350870522;41051.0225268553;46238.221462336;52133.4075064552;53823.287887025
Italie;35297.8078165432;36789.0542705936;36678.1175205307;36506.3052448908;36383.1448865787;37075.9894779363;40140.5036102244;41770.2838289238;43190.5958275406;46661.9105159611;44435.6434393527;50465.0878433719;56812.0451217412;59719.7594054714
Jamaïque;8080.14850829461;8353.30747710674;8373.49511562946;8630.24204465441;8732.81302337564;8985.5766781795;9399.25792305103;9820.20736957038;10035.2797738175;10083.5268300622;8991.16205633754;9577.16421134079;10790.1333004334;11421.7535570054
Jordanie;9416.64386796892;9631.9289925536;9738.53746926194;9816.59855653123;9144.67793204995;8967.07995837808;8747.87860930851;9265.51536720733;9042.39781871198;9429.07279552037;9579.20081317696;9182.49616125602;9927.23419842979;10391.0136135688
Japon;35335.3735103814;36214.4397740241;37605.9742614539;39402.0250988025;39555.4120089198;40898.80697396;40596.9686628994;41444.2157443914;42141.9352987759;42678.1511448355;42438.44646009;44549.3383411434;47118.3882748258;50105.9043606158
Kazakhstan;18641.8061475256;20159.9329426413;21367.2180595372;23754.1341952117;23958.1128890603;22484.3651382607;23023.0872293899;23973.0602295651;25096.1285862615;28689.2710838374;29039.8229624509;32945.8515725823;35895.0839871669;38515.1836009977
Kenya;2634.89271321257;2750.28663787693;2847.27068286846;3106.39394464885;3359.48950665093;3678.32614146019;3916.65315673095;4177.24993580267;4411.56104120886;4687.37782325306;4792.57315847182;5338.85243382781;5883.22303961924;6307.23249419297
Kirghizistan;3075.61554329456;3278.35131772956;3588.67988824025;4000.96295765107;4228.19550626604;4153.37704285776;4603.76001523246;4953.71794358678;4777.94212467918;5304.22758314405;5178.56235197227;5736.47883415154;6577.51264877534;7106.49114289303
Cambodge;2988.50401436543;3223.10209351638;3583.48229739437;3890.94841205221;4117.78868309006;4433.64393500572;4748.12428521528;5050.06356615113;5616.98087023303;6153.99439528427;5942.45380373929;6225.53265474741;6917.07012912421;7425.51179063119
