Country Name;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Kiribati;1724.46649039417;1785.57175715424;1896.32421690223;2049.33299385816;2084.13028449747;2310.60241846895;2462.83184707739;2562.06483032858;2671.76190653134;2762.93711943669;2735.83320723448;3049.47380127289;3340.04037873709;3546.91818832629
Saint-Kitts-et-Nevis;23691.4477933841;24550.1651914562;23457.8938878076;24624.4362309063;26755.5969780771;26877.4665031101;28214.709934443;29578.6311625727;30794.8986482634;32482.094417215;27326.0360574232;26896.617706598;31883.0997800561;33749.700420686
République de Corée;31736.6284370925;32546.7536531234;33557.1287196434;34244.3121393117;35324.4976704773;37902.4004037578;39575.4542830031;40957.4180587145;43044.2917633371;43865.0416366745;45142.7634505403;48571.4322096427;51621.9292633937;54033.1599772519
Koweït;75184.1258697132;79036.7857714517;82089.7260743665;76812.5388002442;68336.5991953095;45267.3085910026;41862.1739115059;46565.5499003014;51370.7320487321;50703.0001377467;41461.7235103219;50689.0440784829;54619.2185241072;51561.3638127917
Amérique latine et Caraïbes (hors revenu élevé);13069.5344997707;13939.7949333296;14218.1306536462;14682.4523137918;14983.8504647451;14748.518401976;14976.12088039;15587.1984494069;16255.6245990015;16622.8824199193;15983.8873269221;17969.2622444725;20075.4478205588;21112.4532159257
République démocratique populaire lao;3772.26605168726;4099.78457330741;4780.94733000167;5221.59855783339;5798.50436730091;6086.0673044622;6743.01053953037;7141.90652701767;7486.86452700433;7743.21906534261;7913.38660650276;8080.43553249923;8766.440626111;9291.78859001131
Liban;14703.615321365;14974.553438993;16121.335238646;16315.6137748763;16139.8649966955;17045.898285301;18940.5901000453;20963.8249472533;21985.4884702241;21710.4648750807;16259.7051312281;11599.7755083765;12292.8407305502;
Libéria;980.118139764545;1040.76141404018;1156.95319448004;1360.12910370155;1418.77355515891;1340.43279741197;1490.33581410026;1664.94481323566;1799.72751397748;1899.52200972855;1659.52109145991;1539.20892304674;1691.57275721852;1794.53340863361
Libye;30234.0918725858;15698.0519072612;26826.0729756733;21151.0051911633;17509.5285087845;17903.2565395803;16961.0177111717;18026.0187834008;18879.3151301984;16194.1082061146;10954.799045265;12641.5097714075;12272.8356181335;13848.7950025505
Sainte-Lucie;12717.7865965662;13471.2666355799;13443.4262512467;14008.5469127177;14403.0832732506;14353.1342589508;15306.816825772;16131.0916878455;17433.3636909756;18710.142566869;14912.3806120843;19101.1652956676;24599.0309175485;25974.1960274448
Amérique latine et Caraïbes;13448.0410070916;14347.8188142733;14663.2750083245;15147.2646150064;15465.0574220666;15254.3952691681;15515.6981458537;16164.6720084898;16865.3635132795;17285.6069203248;16631.5555216126;18734.1841061606;20940.5762243985;22048.7420845778
Pays les moins avancés: classement de l’ONU;2219.92435729605;2298.29483455994;2363.99711987138;2491.36187928776;2651.42709386913;2715.0849798094;2844.23597920409;2971.55684789806;3195.01547557117;3397.9462210849;3434.4531265177;3645.99224057476;4005.39386238473;4206.34079211852
Faible revenu;1548.59341463607;1557.38916491337;1482.69707168108;1552.68555574343;1685.45118052217;1752.82699627929;1853.63674916714;1904.5508409952;1971.48463000838;2055.9755250322;2049.40637457024;2160.86789388541;2333.95962584228;2411.33632700008
Liechtenstein;;;;;;;;;;;;;;
Sri Lanka;8233.62663803334;9075.54549583927;10249.1670637487;11252.6311492148;11720.5978114201;12227.1714848593;13078.560508697;13616.1845987753;14178.0225365529;14112.9525046152;12940.9045057722;14316.1352225683;14194.0225623532;14460.7414188157
Revenu intermédiaire, tranche inférieure;4332.50850670289;4557.29231879361;4907.51311359456;5123.55092989656;5316.1884979074;5515.24790837817;5778.15465505616;6110.41148394989;6561.68183757203;6975.94574287098;6936.81152524251;7650.30399071811;8586.86687486615;9300.46598363465
Revenu faible et intermédiaire;7148.43255444084;7642.98175374495;8089.07189245681;8458.61967588039;8747.80642451782;8878.07855308301;9214.16975758561;9681.96219238299;10293.8217395464;10837.1311632235;10827.4478824172;12061.9375154721;13366.0770542966;14406.0321662838
Lesotho;2152.91528287669;2278.50142791066;2291.4956531127;2538.26310306049;2771.24496867163;3034.64692924848;2942.18153663921;2618.81820770145;2632.28775223004;2568.34114362719;2559.09776834929;2544.78249551214;2761.31105002217;2880.96631005117
de dividende tardif démographique;11631.5598268888;12706.0567727014;13585.0267327621;14352.268941399;14886.0646973432;14968.0772908789;15482.3801359699;16386.9627185767;17717.3691084627;18998.7588049401;19265.6744616508;21957.776617602;24196.1193972255;26079.1195573162
Lituanie;19827.8606485901;22701.6550731151;24578.2392037146;26595.4766599064;28052.393146589;28907.9187343426;30870.240539754;33760.5531404733;36721.9325501206;40809.9308244235;41491.3281824274;46575.6925456472;51011.5920651156;53184.755285749
Luxembourg;90346.0688268008;94475.0302265023;96636.426643956;100925.011992241;105296.284588232;107859.685999308;113365.176082265;114985.842235989;116498.512080919;121403.823719046;122114.101599326;137947.34385169;146457.020543986;143809.50584454
Lettonie;17343.3946537968;18618.7388899793;20494.0869665534;21850.1704004838;22973.6009355344;24131.472889632;25802.2088300135;27645.7655686833;29817.8047263182;32199.096037709;32741.4207691987;35604.8974492032;38662.2383863044;41251.7728022402
Chine - RAS de Macao;99831.5856511491;121075.843709867;133100.431084191;149793.695123089;145113.947357173;108916.86260993;107906.815674246;120983.492894337;129726.754015517;126160.45417335;57220.817061871;74177.7825248277;64373.9325445479;116491.070017441
Saint-Martin (fr);;;;;;;;;;;;;;
Maroc;6848.66748046875;7274.1474609375;7307.6123046875;7542.0986328125;7237.27734375;7799.09228515625;7853.17626953125;8115.12060546875;7801.0986328125;8046.22900390625;7704.84912109375;8623.265625;9283.92578125;9842.888671875
Monaco;;;;;;;;;;;;;;
République de Moldova;6323.06287899041;6832.94156502961;7254.66249032313;8232.5238047368;8643.06431435343;9197.61838204272;10325.8404896126;11252.1135465283;11868.1955463223;13413.2232935126;13527.4413130967;15682.0703284653;16381.3068315541;17596.8834167667
Madagascar;1463.87646784964;1475.17055178114;1463.61756926447;1473.40398077255;1498.83976908219;1496.61172412841;1561.51962374608;1546.88001890817;1546.59563549795;1612.29772715626;1490.32312837866;1599.4127689767;1738.29455252161;1823.81732941305
Maldives;12816.4572182391;13712.651552702;13974.6614459822;15248.8840743753;16705.8642768233;17875.0989419262;18769.5060607629;19767.8893613468;21899.4292993843;23077.2112236652;13425.3674459601;19052.6224904311;22880.512315142;24735.0754169658
Afrique du Nord et Moyen-Orient;16989.4052390042;17628.1549910525;18068.6735184448;17870.1723694499;17576.7415174942;15897.2124961873;15663.7924023797;16379.1572930623;17354.4256713387;17284.8473730273;16260.6398319164;17885.8483085951;19836.3862944378;20563.8776419376
Mexique;15908.8603214578;17266.8129106549;18004.7935607542;18170.264789912;18820.7991098584;19071.4444196466;20104.5839787472;20488.7150800441;20921.4775277572;20964.2774813692;19354.1248698208;21031.708645688;23669.3787910172;25351.4404066599
Îles Marshall;3473.40469892773;3536.56004235245;3589.66880378971;3845.00357482029;3931.34410636394;4125.16169267758;4366.25764214125;4719.31304916998;5232.20524861864;6045.06240778328;6136.97119690423;6705.8752915044;7332.30020832956;7532.17477307826
Revenu intermédiaire;7719.36034896244;8272.77405250552;8781.93503415272;9192.15720503629;9508.62521842201;9656.69704242442;10031.2838462766;10558.6152971272;11247.5198753132;11861.8442398566;11871.1963050941;13260.0845271455;14725.9505974384;15911.9840292031
Macédoine du Nord;11992.9908449555;12420.1607893633;12725.2458431908;13662.0790525862;14484.0881710509;15033.1263586648;16456.9284185676;17159.4748808208;18459.2495759732;20221.8115696501;19961.3898708919;22371.4967909767;24569.2377765919;26331.6349243128
Mali;1687.18020381073;1720.78505572324;1673.62626537071;1731.766595947;1837.38434165142;1959.63098498061;2120.85820827865;2187.72951258426;2249.86222959248;2379.59587619715;2298.25189139941;2347.62752913969;2525.245789037;2657.71298407985
Malte;28911.0930972694;29424.3526569949;30714.5361061141;33046.3817601269;35116.0467610957;38294.3129748355;40921.7517839928;45672.1969861584;48102.8655795322;51375.5529361021;49928.0933102079;58199.3990191332;61992.2906697305;66588.9783797742
Myanmar;3348.12889493784;3579.40482970626;3845.15284153671;4143.63012731959;4376.38833281327;4458.69054442473;4459.53981427471;4706.43248949598;5581.2769545815;6101.37245765709;5740.99045843992;5178.44718217164;5731.93787872064;5953.35735165887
Afrique du Nord et Moyen-Orient (hors revenu élevé);11051.0623198212;11060.4668028675;11270.6753854067;11155.9755447031;10891.7550644695;10298.10741587;10386.4824418774;10824.8858025752;11304.6082306582;11275.4129231537;11402.8434290813;12155.7697050052;13392.3996721842;14072.7650267015
Monténégro;13633.0783945249;14471.6228944635;13863.1832369662;14869.3982362014;15370.047327501;16331.6473335012;18198.6324412468;19680.4258268372;21511.8986481224;24139.8157053189;21003.781959125;24509.936480946;28319.5889461379;31747.7926309416
Mongolie;7531.62557435306;8861.82052869304;10151.7217998165;10442.3850504493;10900.2305197857;10458.3027240524;10511.3831063141;11096.0375604239;12317.4824277695;13604.978943194;13693.179806943;14792.2509086422;16401.9894751531;18004.8512058355
Mariannes;;;;;;;;;;;;;;
Mozambique;1000.24114865505;1063.65543296311;1075.87786085361;1113.7525275929;1165.82826607505;1317.88785956822;1379.10740028691;1282.74965991801;1325.58695568953;1388.79707034446;1411.62040229911;1457.23540930922;1581.9441944418;1677.68102292349
Mauritanie;3177.84436558066;3270.86251341888;3464.97661099269;3831.04711012348;3865.1425867687;3977.61171275863;4682.70259690033;5353.06608810407;5429.23223059784;5610.13236713892;5740.73959690129;5836.56580821897;6484.8279272117;6946.19393340541
Maurice;15913.9099203974;16877.4651716884;17249.8932782975;18225.2375702488;19066.4430517664;20011.3333068005;21670.4566005949;22595.7290817609;23068.2409674878;24027.1189308354;21326.224396378;22737.5729410543;26601.7206625605;29511.2274099553
Malawi;1457.60568307728;1516.2111831915;1464.04323957796;1558.11224745203;1505.55190404024;1403.08451209235;1409.95802703533;1380.23263621737;1363.79445595088;1450.01008064784;1513.45990803344;1687.59358179651;1778.30582146001;1829.50768925379
Malaisie;20193.4092943464;21324.3594996498;22638.5406944009;23160.8924510627;24306.5212338415;24526.3942716012;25285.8213541391;26415.5960203287;27793.5674222948;28933.928297233;27474.7361378236;29822.8491831618;34366.2284812577;36416.5401853099
Amérique du Nord;47808.1040505824;49236.2024112397;50842.4778721114;52503.1829234609;54351.4571211366;55804.4944622057;57030.8564033606;59113.8855079372;61858.6761708785;64056.5734361533;62787.2603644221;69717.7745732193;76366.981784953;80516.232689085
Namibie;8538.19995387624;9002.23004537057;9363.76632318029;9699.2083777865;10365.3090596781;10465.8920558516;10200.1392609733;9887.9393548255;9853.73533646074;9609.48555672874;9354.13136713077;9709.09930646771;10657.7384627391;11215.5468409261
Nouvelle-Calédonie;;;;;;;;;;;;;;
Niger;1057.51100256354;1064.41917390361;1161.78908289767;1137.76904129571;1161.32515723793;1172.19178758955;1188.55709229837;1208.14609955266;1275.99643935327;1419.16805070193;1496.83350023022;1585.59922021188;1839.96909675904;1890.50518592089
Nigéria;4474.60705070661;4676.40815119281;4737.10674439825;4973.78527551768;5252.15094956758;5189.45397195461;5022.33326703982;4996.89472791886;5083.17233102207;5362.40830757561;5353.70554899388;5491.70034068297;5948.72614706813;6207.42137845063
Nicaragua;4042.18677528394;4324.70593285375;4507.9271959435;4710.55809324092;5067.74436245156;5448.88767322565;5882.36994825833;6225.3611901432;5935.17285288641;5981.1112968883;6251.98208404549;7086.62239515406;7776.18804040389;8309.3399128364
Pays-Bas (Royaume des);45306.3078054895;47004.1370739062;47653.3401651371;49622.0519614799;49751.3092860822;50956.6930942185;53162.2791598026;56037.5679936057;58819.2609142582;62345.2538465432;62596.6302027524;69323.3245840722;77284.6572485605;80760.5956257026
Norvège;58219.6143463523;62460.0908157002;65774.3520746224;67377.9262258772;66332.4614374198;60737.8868132779;59280.1992028829;64589.5559196863;70253.8463693386;70939.6055180362;67110.60457055;89209.1397773603;124252.832594829;104416.24489893
Népal;2139.22749381928;2247.99742932205;2465.83469449131;2658.02196886933;2901.19752086169;2957.30559145504;2976.12513681451;3604.70825949747;3956.12461094443;4260.67373190851;4235.57462326905;4546.22970006289;5102.99231141994;5393.62090216188
Nauru;5667.93968128051;6581.54359835443;8260.60504597188;8500.6545503779;9858.20333833826;10020.3777450169;10371.3962985151;9770.04904451333;9740.42851222762;10639.5058032541;10941.6636725889;12196.6451545359;13356.2039986979;13831.8119737926
Nouvelle-Zélande;31214.0510925451;32702.1461450023;32989.3681569621;36243.2439727716;37297.8134848978;37488.0496359613;39946.2344308563;42206.923421304;42499.3779260836;45163.6964269884;45283.4680496217;48194.0410599758;52327.6991246007;53834.3700074843
Pays membres de l'OCDE;34584.4050227601;36043.679537746;37021.7730307208;38356.299990229;39494.3508808929;40638.8282495151;42028.4999246563;43656.2427267438;45334.4398785185;47346.3310316596;46412.6661634814;51093.6756154445;56358.8218691884;59491.0588510996
Oman;55667.4687773217;52393.3135820293;49989.4425093994;47013.4730934385;44235.8336329334;36058.1666084788;33333.8635893722;33619.4988982607;37780.3308327271;37250.6110788359;35163.3281781415;38719.4587682049;43244.3771424737;42519.7049918962
Autres petits états;18888.9298114719;19848.2861850388;20600.5379653611;20922.9268988382;21238.5731322143;20652.6844404476;21555.2437315953;23046.9577834172;24151.6423503804;26062.3301175441;24691.4462655228;27170.3223986965;30104.6897747472;31802.2331372929
Pakistan;3785.70113526903;3879.5977693449;4046.59848766311;4173.93858568758;4312.99070040776;4480.26313460985;4630.7315068374;4789.53646557553;4979.3734961655;5037.53401559745;5048.0213062963;5367.27364714762;5920.2743065411;6036.65076923802
Panama;15572.5787192901;17473.7651401424;19473.2514820186;21923.6750939531;24376.0808685086;27245.2788533669;30276.7088405833;33533.3260079329;32463.540359127;33239.733231164;27017.0033688951;30932.7627780516;36245.1456551041;39803.3189532895
Pérou;9713.35863299894;10462.5770434663;10757.1522234351;11290.5547403874;11517.7371710247;11600.3873992867;12066.5460683317;12591.8562879234;13078.2323503405;13563.5372933551;12563.3038060893;15282.2736372636;16657.4897212687;16974.2420029886
Philippines;5489.23543482887;5705.43591186152;6094.26837360697;6372.8338209668;6688.73961247747;6894.26702227823;7382.66758422034;7773.79853589634;8357.74357925067;8924.10116416604;8238.36802037452;8857.78995115514;10131.3463697941;10988.6300412045
Palaos;13448.9338633245;14682.76677841;15410.4666511358;15297.6191326071;16244.7774705436;17685.0628521566;17747.6082391634;17461.7824093618;17879.4531048174;18227.2676193907;17367.269702728;15663.1743953887;16581.0210884902;17531.6984188274
Papouasie-Nouvelle-Guinée;2911.89203186852;2918.54391777544;3025.85599586772;3109.89537229917;3499.54846743959;3669.73871585691;3812.71035098996;3923.17197672983;3909.91572968075;4059.82860206018;3899.57719249419;3976.90380027548;4419.61927180525;4632.97979376141
Pologne;20993.2495602577;22808.5055268899;23728.1456821435;24433.8914344877;25459.7392273761;26988.1069013509;28359.6927346266;30170.2818974087;32345.1066076225;35882.3655065553;36714.1686660424;41774.5809568984;47116.4248290175;49338.2844409538
de Pré-dividende démographique;3158.77779767193;3265.85354300587;3330.37890218307;3472.8967356094;3566.16161471726;3393.18241374907;3391.13532415223;3487.21610297777;3671.27888025048;3831.97816622407;3710.04482586692;3984.21783613126;4334.17039631849;4466.3835549151
Porto Rico;30933.2165716188;31824.1548383855;32312.0072087117;32623.9278505429;32850.5417604204;32899.9421549518;32944.0235909988;32686.4615893529;34733.9955529873;37453.788413823;36858.9791794027;40559.6985749875;45596.8530550873;47717.5129705699
République populaire démocratique de Corée;;;;;;;;;;;;;;
Portugal;27295.1035561802;26803.2336904645;26476.2182777269;27966.0874254705;28764.5254955042;29608.0071513956;31589.2695609552;32970.8395386562;34896.7993382975;37865.5603564297;35966.7127965608;38862.0907526008;44675.2860704931;48859.1415409999
Paraguay;10893.314919848;11441.7636772278;10954.3251570163;12137.0081947596;12607.0721636639;12679.0574753215;13329.1373366322;13977.3427788651;14139.0931267561;14149.5985227505;14308.8787738328;15406.1670646579;16347.0434974754;17516.798469519
Cisjordanie et Gaza;4120.86066340935;4494.7313227255;5214.64865399126;5287.8474611963;5381.63690987475;5769.98236633202;6062.23274844577;6106.64574037122;6215.81647317396;6508.44835080318;5956.28620064819;5663.12160743584;6163.24897837616;5896.71082944838
Petits états insulaires du Pacifique;4870.08808680371;5079.46770968254;5277.8723802146;5533.16482814376;6182.51209946632;6572.78996374133;6719.03773103512;7034.81314675178;7174.35117010282;7198.70180940535;6388.17687387399;6219.02847834372;7361.50875570455;8000.81860466351
de Post-dividende démographique;38087.2568506446;39542.1230317766;40585.2866284;42100.2368411093;43222.7091044659;44339.996732154;45850.9056081374;47691.9192878103;49709.0027727943;52125.4550804714;51165.8532069613;56427.8494692018;61753.0368726391;65249.1859570956
Polynésie française;;;;;;;;;;;;;;
Qatar;151646.217413885;174619.911359101;180939.425774901;169203.26105805;148389.108964021;102545.939634633;89934.692005072;99358.3403307696;110032.713236323;107502.469792021;82149.3573715431;116832.570290462;122920.498759851;128918.549288257
Roumanie;17355.8957168398;18802.7924162642;19806.4895964286;19677.0693197749;20631.5599551031;21623.0240258599;23904.2338364029;26940.7830311046;29584.6097984103;33637.5067900569;34384.750431662;38071.1743187759;42605.0696959216;47863.9519557787
Fédération de Russie;20490.126953125;22789.54296875;24273.517578125;26019.7265625;25688.2265625;23994.013671875;24012.40234375;25777.904296875;28628.5625;30963.853515625;31490.8046875;38938.49609375;40991.6171875;44120.14453125
Rwanda;1314.13559493043;1412.90752155318;1454.52507891388;1512.24171253848;1677.56869684182;1780.74171636863;1866.38968530286;1967.94286602499;2125.49522712839;2336.03967302732;2284.89889795328;2731.09015294046;3095.91864058305;3396.15532541582
Asie du Sud;4009.74242081555;4236.80110081783;4584.11824079927;4781.89803214189;4966.30735874265;5189.0842691512;5528.01577890735;5847.8396172501;6360.87875723316;6744.92666196924;6640.34653009411;7561.39253769285;8538.4241671903;9366.42420208151
Arabie saoudite;58883.8492500573;63745.9147326362;64162.5358326384;60918.7402388012;60944.5840501349;52069.6432379942;48250.511010503;51237.7969444325;56700.0649572356;56188.1951827363;45434.4716451874;55768.2355201349;61440.7652906224;61102.915372338
Soudan;3805.62744140625;4112.21875;3710.376953125;3724.9599609375;4260.57177734375;4217.01025390625;4470.35498046875;4252.42138671875;4199.25048828125;3914.2255859375;3348.57836914063;3248.9755859375;3355.37817382813;2740.42114257813
Sénégal;2662.50486623883;2684.94989722318;2764.26130708482;2768.76818711984;2853.80456250635;2994.28032714875;3101.12348494108;3234.36158194088;3380.21596529445;3647.95137357242;3752.91947490817;4173.67741399619;4529.14886305445;4791.44862031409
Singapour;75400.5557976827;80052.3914982651;82107.7270892092;83088.3185411658;84555.2446100826;87156.187383315;89735.1660600381;95628.2409946334;103899.678923546;105542.413613949;101612.090327577;131864.092335522;141913.277272786;141553.47299754
Îles Salomon;2182.21600808736;2306.27506664892;2320.44909024681;2394.47003975644;2377.38053081102;2353.78728244996;2421.19012037618;2454.04422348649;2493.9776915795;2511.99788723681;2405.30256161449;2518.42162363735;2697.44043191964;2812.37576422898
Sierra Leone;1828.42799836139;1927.34143766235;2236.45795031876;2770.69212484387;2819.29690813983;2508.48713063489;2616.87430965986;2531.31209040501;2640.47566787646;2704.05835704649;2719.18956763927;2848.70597712579;3143.21125123713;3367.51026016213
El Salvador;6247.91452710737;6593.67806808022;6708.39032246284;7092.58852133297;7503.71105811981;7933.73697858999;8455.61614773975;8965.2189086345;9203.76216310773;9756.7521864595;9392.68913817943;10809.713399518;11858.0780641877;12657.0340625254
Saint-Marin;58926.1403695554;56239.9592730018;51274.2154785964;50770.3673195862;52909.2224071252;52247.2078276415;53033.0563376235;52463.4196397748;54460.9058332865;57444.1193582109;55206.5812324405;64745.1316780701;75941.4899090165;
Somalie;815.131435987252;881.383113050939;1002.93226571601;944.404569729022;1127.71922014571;1341.38999242705;1468.50438918685;1596.81409387515;1551.61461554673;1548.09792808202;1454.33348080297;1392.4642619251;1486.75765934254;1556.52309067949
Serbie;13320.9098381324;14297.5026703767;14505.430496874;15246.1944089374;15295.1137639713;15545.2361562802;16454.7673740969;17283.8297718943;18467.8103653114;20586.5728490787;21012.2000362479;23668.522776884;26332.3598277201;29622.0783526643
Afrique subsaharienne (hors revenu élevé);3280.92898500078;3401.29978762918;3399.82662808826;3537.21467136164;3700.69760871156;3697.45570563746;3730.19772118964;3847.37757554567;3869.5001492733;4029.47785786998;3957.16589901505;4226.33716241927;4582.22684939099;4763.52278126603
Soudan du Sud;2948.05001490976;2718.04847850752;1417.38566439045;1916.8535588619;1372.75618491146;1154.88686304107;;;;;;;;
Afrique subsaharienne;3282.50382856512;3403.04692482453;3401.58876913105;3538.96896509022;3702.64541324839;3699.43581224873;3732.45373976641;3849.75703119514;3871.96140494041;4032.06592680083;3959.44830855893;4228.46766891839;4584.76159612494;4766.1789270063
Petits états;16367.5332239944;17145.8035887134;17737.5720360979;18054.5351508378;18419.9704945251;18083.8483855601;18717.403019378;19996.2022948516;20889.1326201637;22408.9349395723;21055.3257580256;23261.1730800914;26558.7315357201;28628.1457732995
Sao Tomé-et-Principe;2858.56899089983;2914.21285695222;2694.65726490631;2945.73664283744;3233.3568807314;3171.50905832741;3319.54261733278;3436.31010124694;3941.03280858409;4655.48496449805;5144.53560286014;5732.69456061536;6033.68117221832;6149.98146081928
Suriname;13039.4491196828;13926.2226223035;15184.9254680409;16172.6961959961;16597.5853539637;16543.5743051372;14475.3069644921;17567.6802396432;17855.4787141437;19771.5473885151;16946.8942361914;18458.234999681;20078.8365545951;21135.5456365133
Slovaquie;25384.4911366354;26201.6502820886;27022.7747321382;28075.4326236719;29108.072180194;30147.9903672541;29867.9803390081;30245.7825869757;31509.8187291635;33985.6758419662;35327.9439165588;38437.4936679711;41179.239687337;44688.7739689518
Slovénie;27582.4977417186;28715.6339954963;28786.7105517686;29634.0657611471;30571.9753019832;31336.2043858881;33575.1775435758;36180.0384547623;38620.2045436305;42373.2506369279;41767.2579899958;46274.2802601484;51163.7552374557;55710.4313942924
Suède;41956.1290051562;44332.5217389078;45206.9864434727;46098.2321368832;46841.4019746739;48772.0696057277;50289.7687144135;51474.1199115161;53122.438677218;57046.4463076951;57489.2657196218;63124.5966024914;66875.6944580841;69223.5442336891
Eswatini;7155.72413728074;7426.1733231609;7675.74211405132;8148.04865404857;8298.34941569827;8326.56567332103;8446.76980672652;8536.02441887059;8564.15557183006;9203.8517513532;9264.04858528355;9846.20708043753;10434.4813469258;11245.1491471111
Sint Maarten (Dutch part);37736.4056795515;39730.5467349267;35520.5138693527;36178.1870158544;43514.2365385271;44587.5911500766;44845.106868735;44479.2967076826;41653.2008964784;45715.6970519376;38901.4867603712;40507.0672411717;47005.4692201479;49826.1146271296
Seychelles;18981.6586501593;21780.7075576057;22263.822159947;22487.2497747;24984.526915426;25435.2289894362;28811.3970334958;30674.6487335442;32091.2988657346;34219.061370118;31055.9442055039;29979.8272686091;30575.5705075202;32705.944308693
République arabe syrienne;;;;;;;;3265.07029374996;3455.89227013449;3502.17511543737;3737.65751831376;4592.83860100874;4772.46167667162;
Îles Turques-et-Caïques;;22974.0649519922;20614.3450494152;20907.6845334632;22460.9116910079;24012.8725763974;25578.2219734804;25851.0086074329;26752.9638583615;26752.4000762992;16473.4538313219;21192.4823649974;23793.3622783465;24755.806302014
Tchad;1766.8713490888;1742.21601669011;1683.19238501154;1530.06850819487;1638.98121378819;1788.14548560222;1643.45900102802;1571.06933600144;1633.63788883194;1785.16732115453;1568.60058488427;1700.16698806139;1808.83862023181;1863.94062120816
Asie de l’Est et Pacifique (BIRD et IDA);8822.8609152269;9670.57864845981;10514.7344500602;11156.7879123927;11722.9629150176;12106.2473632019;12699.283671099;13456.0278005143;14555.4345487292;15630.4142804571;15940.0644384458;17874.5006423738;19795.624334606;21497.1818108083
Europe et Asie centrale (BIRD et IDA);15897.4525976047;17499.9961447052;18490.8492010446;19752.3032714316;20182.8082363545;19973.0342517118;20538.5798514245;21911.5807008145;23458.084404124;25281.2143923033;25690.1851352048;29944.7607212088;32815.2404500427;36186.4032892772
Togo;1537.05460889632;1615.98236269349;1645.31381856677;1715.36169204481;1803.14911257134;1879.66940004825;1932.9272172408;1985.52568595321;2067.09131262388;2214.71375053039;2356.75859666213;2577.20196322069;2852.06442925896;3071.51216831952
Thaïlande;12932.2633443196;13227.454108915;14616.6497925392;15215.9492506383;15365.3175402829;15791.1714762207;16671.2506902144;17573.339815536;18876.2208766741;19963.3918407099;19163.7415152349;20245.2424111271;22220.2864757838;23465.0631354173
Tadjikistan;2291.07823629498;2455.97278263399;2679.0692960897;2918.56048007357;3151.72452793203;2975.47097476092;2913.85679547445;3017.00314887354;3069.10385079592;3459.97365083434;3653.95976759112;3985.91247611219;4514.17512398166;4963.58295264501
Turkménistan;8971.61628728072;10282.7266190528;11035.451277853;11722.8086272577;12476.5344358387;12714.8137240363;12919.371222426;13278.4030353381;14368.4621432532;15477.7237643978;15090.9394971778;16434.1399060353;18340.1112805301;19828.9248461199
Amérique latine et Caraïbes (BIRD et IDA);13367.2422506099;14271.6469870709;14589.5568702636;15077.864992891;15396.6999634929;15182.6916193573;15446.3634145202;16102.4305588699;16799.3117419652;17205.39169987;16553.2660741878;18648.6510983258;20840.5989552173;21941.8842191061
Timor-Leste;1955.32969497651;2065.96056012268;2386.13589971758;2566.03070650416;2859.86061637696;3107.57190164098;3390.76221557073;3463.11730297031;3561.28770455766;4556.61428089164;6132.08288218058;6824.79238928702;5725.14617238129;4803.96924825568
Afrique du Nord et Moyen-Orient (BIRD et IDA);11128.5197313423;11134.3854189532;11339.381278299;11222.8821710886;10954.8549839967;10350.2127300377;10436.4743701441;10879.5751415003;11364.0289604985;11331.5455895715;11467.4474122855;12233.386270851;13479.438576486;14171.9193574058
Tonga;4465.46027843927;4855.42917423652;4996.44488505618;5119.69459496664;5335.91580205211;5471.79683419906;5920.15765828118;6229.07028797522;6402.7575876172;6488.59753493044;6689.85931721869;7034.92483755247;7393.79668459425;
Asie du Sud (BIRD et IDA);4009.74242081555;4236.80110081783;4584.11824079927;4781.89803214189;4966.30735874265;5189.0842691512;5528.01577890735;5847.8396172501;6360.87875723316;6744.92666196924;6640.34653009411;7561.39253769285;8538.4241671903;9366.42420208151
Afrique subsaharienne (BIRD et IDA);3282.50382856512;3403.04692482454;3401.58876913105;3538.96896509022;3702.64541324839;3699.43581224872;3732.45373976641;3849.75703119515;3871.96140494041;4032.06592680083;3959.44830855892;4228.46766891839;4584.76159612493;4766.17892700629
Trinité-et-Tobago;30778.3127367296;31077.796969852;32103.1091184987;31912.1832129985;32269.3787995253;30031.7084670844;28349.2203394194;28734.6181312754;29497.0703863565;29687.7990986059;26627.9558992201;30826.2088114142;33556.4643201531;35188.5349159275
Tunisie;10555.0887032192;10435.9956675373;10614.531301194;10671.569727457;10946.8935757639;10782.5438382441;10993.6638464521;11288.7800135085;11841.4061980603;12494.7905733455;11918.066205483;12375.3429338664;13532.6380391977;13931.8593241649
Turquie;17343.6771298998;19590.9510387254;20627.4920606022;22373.2465583744;24105.0237978098;25855.7653558275;26695.915689876;28193.1744851997;28299.395541248;28461.1778708152;28680.2006288764;31637.5293986264;38355.153912277;44603.7294349839
Tuvalu;2945.12462551758;3175.92841210274;3170.39497661034;3277.20479239384;3418.8525560457;3775.74741342392;4030.85459891999;4226.71105130657;4431.71970221901;5209.69198096616;5122.18980234967;5352.97314051618;5661.13162581735;6150.99970413823
République-Unie de Tanzanie;2069.40185546875;2211.466796875;2083.48486328125;2176.21655273438;2221.1796875;2317.27978515625;2434.69995117188;2472.4931640625;2727.88012695313;2981.87451171875;3290.60986328125;3493.0830078125;3799.8623046875;4018.5166015625
